disruption_type,industry,supplier_tier,supplier_region,supplier_size,has_backup_supplier,disruption_severity,production_impact_pct,revenue_loss_usd,response_type,response_time_days,partial_recovery_days,full_recovery_days,permanent_supplier_change,severity_impact
Factory Incident,Electronics,3,Asia-Pacific,Medium,0,1,11.5,239480.43,Production Reroute,15,27,41,1,11.5
Port Congestion,Pharmaceuticals,1,Asia-Pacific,Small,1,1,9.1,304746.98,Alternative Supplier,4,4,9,0,9.1
Factory Incident,Consumer Goods,1,Europe,Medium,1,3,34.1,1185967.91,Alternative Supplier,1,35,46,1,102.30000000000001
Geopolitical,Automotive,1,South America,Large,0,3,50.6,6592668.19,Production Reroute,8,8,29,0,151.8
Port Congestion,Electronics,1,Asia-Pacific,Small,1,3,31.2,53856.69,Alternative Supplier,13,25,44,0,93.6
Port Congestion,Electronics,2,South America,Small,0,3,30.7,196298.22,Customer Delay,11,32,120,0,92.1
Geopolitical,Consumer Goods,1,North America,Medium,0,1,26.7,719193.44,Combined Strategy,5,26,55,0,26.7
Geopolitical,Electronics,4,Asia-Pacific,Medium,1,2,19.3,274492.13,Customer Delay,4,22,51,0,38.6
Port Congestion,Automotive,2,Europe,Medium,1,2,20.5,205051.9,Alternative Supplier,1,8,66,0,41.0
Cyber Attack,Consumer Goods,1,North America,Medium,0,5,76.8,1049715.82,Combined Strategy,1,60,249,1,384.0
Geopolitical,Consumer Goods,2,Europe,Large,1,4,44.2,815265.31,Production Reroute,1,63,82,1,176.8
Port Congestion,Electronics,1,North America,Medium,1,2,29.1,602133.69,Alternative Supplier,4,51,70,0,58.2
Cyber Attack,Pharmaceuticals,2,North America,Medium,0,3,31.0,702013.16,Inventory Buffer,7,28,130,0,93.0
Labor Strike,Aerospace,1,Asia-Pacific,Medium,0,3,45.9,5192692.26,Inventory Buffer,1,18,41,1,137.7
Geopolitical,Electronics,3,Asia-Pacific,Small,0,3,32.2,84572.52,Inventory Buffer,5,22,106,0,96.60000000000001
Port Congestion,Consumer Goods,3,Asia-Pacific,Small,0,3,29.4,104419.71,Customer Delay,21,84,105,0,88.19999999999999
Natural Disaster,Aerospace,1,Africa/Middle East,Medium,1,4,54.7,13985781.3,Production Reroute,3,57,115,0,218.8
Factory Incident,Electronics,1,Asia-Pacific,Medium,0,1,20.0,1717478.67,Alternative Supplier,2,3,48,1,20.0
Geopolitical,Automotive,2,Asia-Pacific,Small,1,3,45.3,725077.82,Alternative Supplier,1,40,96,1,135.89999999999998
Geopolitical,Automotive,4,Asia-Pacific,Small,0,2,30.4,324861.19,Inventory Buffer,1,18,77,1,60.8
Geopolitical,Electronics,3,Europe,Small,0,3,50.5,410150.08,Alternative Supplier,6,5,58,1,151.5
Port Congestion,Aerospace,4,Asia-Pacific,Medium,0,3,26.4,2191753.04,Customer Delay,4,34,70,0,79.19999999999999
Cyber Attack,Pharmaceuticals,2,North America,Medium,0,2,23.5,587164.31,Combined Strategy,5,69,114,1,47.0
Factory Incident,Consumer Goods,1,Asia-Pacific,Medium,1,1,1.0,16129.43,Alternative Supplier,1,12,20,0,1.0
Natural Disaster,Electronics,1,Europe,Large,1,3,25.9,10754396.39,Alternative Supplier,3,12,86,1,77.69999999999999
Port Congestion,Electronics,4,Asia-Pacific,Medium,1,2,47.1,1100638.53,Production Reroute,1,22,33,0,94.2
Labor Strike,Aerospace,3,North America,Medium,0,3,50.9,26463585.19,Inventory Buffer,1,11,55,0,152.7
Port Congestion,Automotive,1,Asia-Pacific,Large,1,1,15.2,1779384.58,Alternative Supplier,3,20,27,0,15.2
Port Congestion,Aerospace,3,Africa/Middle East,Medium,1,2,31.8,3018492.83,Alternative Supplier,10,36,47,0,63.6
Cyber Attack,Consumer Goods,2,Asia-Pacific,Medium,1,4,61.6,941996.06,Alternative Supplier,1,77,114,0,246.4
Natural Disaster,Automotive,1,Asia-Pacific,Medium,1,4,48.0,6455789.72,Alternative Supplier,2,3,58,1,192.0
Geopolitical,Electronics,1,North America,Small,0,2,28.0,103324.23,Customer Delay,3,7,45,0,56.0
Factory Incident,Consumer Goods,1,Asia-Pacific,Large,1,1,4.4,302227.66,Inventory Buffer,1,20,27,0,4.4
Labor Strike,Electronics,2,Asia-Pacific,Large,1,2,47.3,5411190.71,Inventory Buffer,1,27,64,0,94.6
Cyber Attack,Pharmaceuticals,3,North America,Medium,1,5,70.1,1732723.86,Alternative Supplier,2,23,209,0,350.5
Cyber Attack,Pharmaceuticals,1,North America,Medium,1,4,66.5,16965681.92,Alternative Supplier,1,42,141,0,266.0
Cyber Attack,Consumer Goods,3,Europe,Medium,1,5,47.4,1656332.5,Combined Strategy,6,60,99,1,237.0
Geopolitical,Aerospace,3,North America,Large,0,3,27.1,2855682.32,Production Reroute,4,9,123,0,81.30000000000001
Port Congestion,Automotive,2,Europe,Medium,1,2,26.6,393970.64,Alternative Supplier,1,28,80,0,53.2
Factory Incident,Aerospace,3,Africa/Middle East,Large,0,2,7.0,37727789.19,Inventory Buffer,1,17,23,0,14.0
Cyber Attack,Consumer Goods,2,Asia-Pacific,Small,0,4,43.8,95137.07,Production Reroute,3,35,137,0,175.2
Geopolitical,Automotive,1,Europe,Medium,0,3,43.2,3230282.47,Production Reroute,1,9,114,1,129.60000000000002
Natural Disaster,Pharmaceuticals,3,North America,Large,1,3,10.7,2728834.95,Production Reroute,1,47,128,0,32.099999999999994
Port Congestion,Pharmaceuticals,2,North America,Medium,0,1,10.7,390527.23,Production Reroute,3,16,54,0,10.7
Port Congestion,Electronics,1,Asia-Pacific,Medium,0,1,19.7,804317.01,Production Reroute,31,14,25,0,19.7
Port Congestion,Consumer Goods,1,Europe,Medium,0,2,24.6,277948.92,Customer Delay,13,36,117,1,49.2
Geopolitical,Consumer Goods,3,Asia-Pacific,Small,0,2,35.4,161144.27,Production Reroute,1,7,80,1,70.8
Cyber Attack,Automotive,4,Asia-Pacific,Medium,1,2,1.0,28343.5,Alternative Supplier,1,19,33,0,2.0
Port Congestion,Consumer Goods,2,Europe,Medium,1,2,38.1,116213.19,Alternative Supplier,1,8,31,1,76.2
Port Congestion,Consumer Goods,1,Europe,Medium,1,3,48.0,413777.94,Production Reroute,1,32,38,0,144.0
Labor Strike,Automotive,2,North America,Large,1,1,10.0,2819446.61,Alternative Supplier,1,12,21,0,10.0
Port Congestion,Pharmaceuticals,1,Asia-Pacific,Medium,1,1,23.3,6588708.31,Production Reroute,1,5,15,0,23.3
Factory Incident,Automotive,2,Asia-Pacific,Large,0,2,30.5,5896645.05,Production Reroute,11,16,42,1,61.0
Natural Disaster,Automotive,3,Europe,Medium,1,3,39.7,834377.4,Production Reroute,1,47,144,1,119.10000000000001
Labor Strike,Automotive,2,South America,Small,1,4,61.0,485948.1,Alternative Supplier,1,26,76,1,244.0
Port Congestion,Consumer Goods,2,Africa/Middle East,Large,1,2,36.8,9511974.75,Production Reroute,2,9,101,0,73.6
Geopolitical,Aerospace,1,Asia-Pacific,Medium,1,4,59.2,17767076.85,Alternative Supplier,2,84,113,0,236.8
Geopolitical,Electronics,2,Africa/Middle East,Small,1,4,41.1,258598.25,Alternative Supplier,3,35,81,0,164.4
Port Congestion,Electronics,4,North America,Small,0,1,1.0,10000.0,Production Reroute,1,34,39,1,1.0
Geopolitical,Electronics,1,South America,Large,1,3,45.7,16776061.44,Alternative Supplier,6,55,69,0,137.10000000000002
Geopolitical,Automotive,2,Asia-Pacific,Medium,1,2,22.9,1213759.24,Alternative Supplier,1,5,44,0,45.8
Cyber Attack,Electronics,2,Asia-Pacific,Medium,1,5,65.3,427877.65,Alternative Supplier,1,10,62,0,326.5
Geopolitical,Automotive,3,Europe,Medium,1,2,11.9,360596.56,Alternative Supplier,2,5,30,1,23.8
Factory Incident,Automotive,1,Asia-Pacific,Large,1,3,46.1,12444948.22,Inventory Buffer,1,10,31,1,138.3
Factory Incident,Automotive,3,Asia-Pacific,Medium,0,1,20.2,2962407.2,Production Reroute,1,5,33,0,20.2
Labor Strike,Pharmaceuticals,3,Asia-Pacific,Medium,1,3,45.3,1589233.22,Alternative Supplier,4,38,43,0,135.89999999999998
Factory Incident,Pharmaceuticals,4,Africa/Middle East,Large,0,1,3.5,1516737.39,Alternative Supplier,1,3,8,0,3.5
Cyber Attack,Aerospace,1,North America,Medium,1,2,21.3,833916.51,Alternative Supplier,1,10,61,1,42.6
Port Congestion,Consumer Goods,1,Africa/Middle East,Small,1,2,34.5,104766.14,Alternative Supplier,1,3,8,1,69.0
Factory Incident,Automotive,4,Africa/Middle East,Small,0,3,22.1,386770.28,Production Reroute,9,56,148,0,66.30000000000001
Factory Incident,Electronics,1,Asia-Pacific,Small,0,1,21.0,112073.89,Inventory Buffer,4,3,32,0,21.0
Labor Strike,Pharmaceuticals,3,Asia-Pacific,Medium,0,2,24.1,4442663.9,Production Reroute,6,7,57,0,48.2
Natural Disaster,Electronics,3,Asia-Pacific,Small,0,3,33.5,324095.87,Customer Delay,1,129,300,0,100.5
Cyber Attack,Electronics,1,Asia-Pacific,Large,0,2,9.9,683815.51,Combined Strategy,3,7,17,0,19.8
Geopolitical,Automotive,4,North America,Large,1,3,24.0,1462971.49,Alternative Supplier,7,20,129,0,72.0
Port Congestion,Electronics,3,Asia-Pacific,Small,0,1,20.8,146412.22,Customer Delay,7,9,32,1,20.8
Port Congestion,Electronics,4,North America,Large,1,2,23.4,1621181.82,Production Reroute,1,14,19,0,46.8
Port Congestion,Consumer Goods,1,Asia-Pacific,Medium,1,3,57.6,276112.19,Production Reroute,1,88,98,0,172.8
Geopolitical,Automotive,4,South America,Medium,1,2,8.9,963946.78,Alternative Supplier,1,38,45,0,17.8
Labor Strike,Aerospace,3,South America,Medium,0,2,15.1,1797059.45,Alternative Supplier,2,15,89,0,30.2
Natural Disaster,Consumer Goods,1,Africa/Middle East,Medium,1,3,52.3,990348.36,Alternative Supplier,3,9,50,1,156.89999999999998
Port Congestion,Electronics,1,Africa/Middle East,Medium,0,3,50.7,358780.0,Inventory Buffer,21,39,88,1,152.10000000000002
Labor Strike,Automotive,1,Asia-Pacific,Small,0,3,45.5,403173.93,Combined Strategy,5,26,45,0,136.5
Geopolitical,Electronics,3,South America,Large,0,4,45.4,9958757.41,Combined Strategy,6,28,48,1,181.6
Port Congestion,Pharmaceuticals,1,Asia-Pacific,Small,1,1,26.6,1746530.37,Alternative Supplier,1,3,26,0,26.6
Factory Incident,Electronics,1,Asia-Pacific,Large,1,2,19.8,3544991.75,Alternative Supplier,2,39,49,0,39.6
Natural Disaster,Automotive,2,Africa/Middle East,Medium,1,2,16.7,304658.39,Inventory Buffer,16,9,46,0,33.4
Labor Strike,Aerospace,1,North America,Medium,0,3,55.1,6919009.72,Production Reroute,1,30,108,0,165.3
Geopolitical,Electronics,1,Asia-Pacific,Small,1,2,28.5,59737.77,Combined Strategy,1,7,32,0,57.0
Cyber Attack,Aerospace,1,North America,Small,0,4,67.5,1607472.39,Combined Strategy,9,6,163,1,270.0
Factory Incident,Electronics,1,North America,Large,1,3,34.3,7634410.34,Alternative Supplier,3,3,17,0,102.89999999999999
Labor Strike,Pharmaceuticals,3,Europe,Medium,1,2,15.2,963325.06,Alternative Supplier,1,9,82,0,30.4
Cyber Attack,Pharmaceuticals,3,Asia-Pacific,Large,1,2,26.9,16157459.1,Alternative Supplier,2,8,36,0,53.8
Factory Incident,Consumer Goods,1,Africa/Middle East,Medium,1,1,21.6,120168.29,Alternative Supplier,1,7,14,0,21.6
Factory Incident,Aerospace,1,Europe,Small,1,1,5.1,21161.03,Alternative Supplier,3,3,16,0,5.1
Geopolitical,Electronics,4,Europe,Large,1,1,2.6,281071.02,Alternative Supplier,1,18,28,0,2.6
Cyber Attack,Electronics,2,Europe,Medium,1,3,33.3,1188653.47,Alternative Supplier,1,33,73,0,99.89999999999999
Port Congestion,Consumer Goods,1,Asia-Pacific,Small,0,1,15.4,99964.46,Customer Delay,3,13,32,1,15.4
Geopolitical,Automotive,2,South America,Large,1,2,12.0,2151317.49,Alternative Supplier,1,12,61,0,24.0
Factory Incident,Electronics,2,North America,Large,1,4,44.5,6251924.06,Combined Strategy,7,20,54,1,178.0
Cyber Attack,Automotive,1,Asia-Pacific,Medium,0,2,26.8,2696282.8,Inventory Buffer,9,3,50,0,53.6
Labor Strike,Electronics,3,South America,Small,0,1,29.1,614780.93,Inventory Buffer,1,17,28,0,29.1
Labor Strike,Electronics,3,Africa/Middle East,Small,0,2,15.6,97736.03,Production Reroute,1,35,41,0,31.2
Port Congestion,Pharmaceuticals,1,South America,Medium,0,3,38.4,921704.39,Customer Delay,26,46,71,1,115.19999999999999
Port Congestion,Electronics,1,Asia-Pacific,Medium,1,1,22.5,990367.58,Alternative Supplier,1,10,23,0,22.5
Cyber Attack,Consumer Goods,1,North America,Medium,1,3,41.2,367327.3,Production Reroute,1,3,68,0,123.60000000000001
Port Congestion,Electronics,3,North America,Small,0,3,31.8,343928.84,Customer Delay,2,40,76,0,95.4
Cyber Attack,Consumer Goods,3,Asia-Pacific,Small,0,4,29.4,304483.56,Production Reroute,21,145,212,1,117.6
Port Congestion,Electronics,1,Asia-Pacific,Large,1,2,30.1,1467286.81,Alternative Supplier,2,18,23,0,60.2
Natural Disaster,Consumer Goods,1,South America,Small,1,1,9.8,40407.84,Alternative Supplier,1,3,13,0,9.8
Natural Disaster,Consumer Goods,1,Europe,Small,0,2,21.2,135235.81,Customer Delay,11,38,162,0,42.4
Cyber Attack,Electronics,1,Europe,Medium,1,2,38.5,1488032.41,Alternative Supplier,1,22,35,0,77.0
Natural Disaster,Consumer Goods,1,Asia-Pacific,Small,1,2,32.3,97043.27,Inventory Buffer,5,12,28,0,64.6
Port Congestion,Pharmaceuticals,2,North America,Large,1,2,18.4,5353924.95,Alternative Supplier,1,8,61,0,36.8
Port Congestion,Automotive,1,Asia-Pacific,Large,1,3,47.9,4074348.6,Production Reroute,1,14,91,0,143.7
Factory Incident,Automotive,3,Europe,Small,1,1,9.6,58900.51,Alternative Supplier,1,3,24,0,9.6
Factory Incident,Automotive,3,Europe,Medium,1,3,33.8,453999.11,Alternative Supplier,4,53,82,1,101.39999999999999
Geopolitical,Automotive,2,North America,Large,1,2,17.6,2564692.19,Inventory Buffer,2,15,28,0,35.2
Natural Disaster,Automotive,2,North America,Medium,0,1,13.4,968747.3,Customer Delay,9,3,72,0,13.4
Port Congestion,Automotive,1,Asia-Pacific,Medium,0,1,1.0,19162.54,Inventory Buffer,1,6,49,1,1.0
Natural Disaster,Electronics,2,South America,Large,0,5,51.5,5522821.65,Combined Strategy,3,34,228,0,257.5
Cyber Attack,Automotive,1,Asia-Pacific,Large,1,4,54.9,30349042.61,Alternative Supplier,2,14,137,0,219.6
Geopolitical,Consumer Goods,3,North America,Large,1,2,21.4,1065179.25,Alternative Supplier,1,31,65,0,42.8
Port Congestion,Automotive,3,North America,Small,0,2,23.6,646657.55,Customer Delay,8,69,146,0,47.2
Natural Disaster,Aerospace,3,North America,Large,0,3,31.4,58037372.14,Combined Strategy,2,39,73,0,94.19999999999999
Labor Strike,Electronics,2,Europe,Medium,1,2,34.9,666294.4,Alternative Supplier,9,18,59,0,69.8
Factory Incident,Automotive,1,North America,Large,0,2,37.0,3691898.1,Inventory Buffer,2,22,42,0,74.0
Natural Disaster,Automotive,2,Asia-Pacific,Medium,1,4,36.5,2020656.4,Combined Strategy,8,26,125,1,146.0
Port Congestion,Aerospace,2,Asia-Pacific,Medium,1,1,13.7,1623766.98,Alternative Supplier,2,3,15,0,13.7
Cyber Attack,Electronics,1,South America,Medium,0,4,61.8,1607775.49,Combined Strategy,2,4,58,0,247.2
Natural Disaster,Consumer Goods,2,Africa/Middle East,Medium,0,4,42.9,1001525.93,Production Reroute,20,47,266,1,171.6
Geopolitical,Electronics,3,Asia-Pacific,Medium,0,3,27.0,817007.03,Customer Delay,3,61,104,0,81.0
Port Congestion,Automotive,2,Asia-Pacific,Medium,1,2,21.4,1652652.92,Alternative Supplier,1,14,46,0,42.8
Cyber Attack,Pharmaceuticals,2,North America,Small,0,4,41.9,410447.03,Production Reroute,11,65,238,0,167.6
Geopolitical,Consumer Goods,4,Europe,Small,0,3,10.2,12082.14,Alternative Supplier,1,22,46,0,30.599999999999998
Natural Disaster,Electronics,2,North America,Small,1,4,38.6,276310.59,Alternative Supplier,1,14,24,0,154.4
Natural Disaster,Electronics,3,Asia-Pacific,Small,0,2,16.5,67702.35,Inventory Buffer,3,14,82,1,33.0
Geopolitical,Consumer Goods,1,Europe,Medium,1,3,33.4,1073408.06,Alternative Supplier,1,6,82,0,100.19999999999999
Natural Disaster,Automotive,3,North America,Medium,1,5,48.5,1088553.31,Alternative Supplier,1,4,27,1,242.5
Factory Incident,Electronics,2,Europe,Small,1,2,13.2,105451.0,Alternative Supplier,3,15,62,0,26.4
Factory Incident,Consumer Goods,1,North America,Medium,1,4,67.9,364042.24,Combined Strategy,2,42,69,1,271.6
Labor Strike,Electronics,1,Europe,Medium,0,1,19.6,159296.66,Alternative Supplier,13,4,13,0,19.6
Natural Disaster,Electronics,1,Asia-Pacific,Large,1,5,66.8,1739649.14,Alternative Supplier,6,8,79,1,334.0
Labor Strike,Electronics,4,North America,Large,1,3,27.4,3321929.5,Alternative Supplier,1,7,20,0,82.19999999999999
Natural Disaster,Electronics,1,Asia-Pacific,Small,0,5,85.0,416694.88,Combined Strategy,12,23,61,1,425.0
Geopolitical,Electronics,1,Asia-Pacific,Medium,1,2,33.1,1285189.54,Inventory Buffer,4,18,62,0,66.2
Factory Incident,Electronics,1,Asia-Pacific,Small,0,2,16.0,38974.48,Alternative Supplier,2,15,58,0,32.0
Natural Disaster,Automotive,1,North America,Medium,1,2,24.3,624100.68,Alternative Supplier,1,3,55,0,48.6
Port Congestion,Electronics,1,Asia-Pacific,Medium,1,2,35.5,2067887.21,Alternative Supplier,1,25,30,0,71.0
Geopolitical,Aerospace,1,North America,Small,0,3,42.6,3068778.85,Production Reroute,1,10,52,0,127.80000000000001
Port Congestion,Electronics,3,Asia-Pacific,Medium,1,5,50.4,855780.55,Alternative Supplier,1,77,224,0,252.0
Labor Strike,Aerospace,2,Asia-Pacific,Small,1,3,36.3,1829660.34,Alternative Supplier,1,14,111,0,108.89999999999999
Labor Strike,Automotive,4,Asia-Pacific,Large,1,3,31.1,4908789.0,Customer Delay,6,177,201,0,93.30000000000001
Port Congestion,Pharmaceuticals,3,North America,Small,1,2,32.6,623988.06,Customer Delay,2,103,142,0,65.2
Natural Disaster,Electronics,1,Asia-Pacific,Small,1,2,40.1,1569826.94,Alternative Supplier,6,20,28,0,80.2
Natural Disaster,Electronics,1,Europe,Large,0,2,32.5,5508615.42,Production Reroute,2,26,49,0,65.0
Geopolitical,Pharmaceuticals,2,North America,Small,0,2,33.6,244062.3,Production Reroute,1,29,130,0,67.2
Factory Incident,Automotive,1,North America,Small,0,2,20.9,251203.0,Production Reroute,1,25,63,0,41.8
Factory Incident,Consumer Goods,3,Asia-Pacific,Medium,1,3,31.3,433452.38,Production Reroute,1,15,42,0,93.9
Port Congestion,Consumer Goods,3,Asia-Pacific,Small,1,2,30.4,193614.72,Alternative Supplier,4,5,41,0,60.8
Natural Disaster,Automotive,2,Asia-Pacific,Medium,0,2,31.3,484623.5,Customer Delay,4,25,67,0,62.6
Cyber Attack,Automotive,1,North America,Medium,1,5,71.3,5321713.28,Alternative Supplier,1,58,84,1,356.5
Geopolitical,Automotive,1,Africa/Middle East,Medium,0,2,23.6,895628.94,Production Reroute,19,36,61,0,47.2
Geopolitical,Aerospace,3,Asia-Pacific,Medium,1,1,1.0,118230.4,Alternative Supplier,1,10,15,0,1.0
Cyber Attack,Pharmaceuticals,2,Africa/Middle East,Large,1,4,52.6,7634554.2,Combined Strategy,4,69,203,0,210.4
Natural Disaster,Electronics,3,South America,Large,1,1,1.0,54147.71,Alternative Supplier,1,3,19,0,1.0
Cyber Attack,Automotive,1,North America,Small,0,4,57.5,795038.59,Production Reroute,6,52,132,1,230.0
Natural Disaster,Pharmaceuticals,2,Asia-Pacific,Small,1,3,35.4,654715.69,Inventory Buffer,1,37,64,0,106.19999999999999
Natural Disaster,Automotive,1,Asia-Pacific,Medium,1,4,43.7,301290.76,Alternative Supplier,8,24,104,1,174.8
Geopolitical,Aerospace,2,South America,Medium,1,3,42.2,4637156.81,Alternative Supplier,1,7,16,0,126.60000000000001
Factory Incident,Electronics,3,South America,Large,1,1,9.0,1362841.11,Alternative Supplier,3,17,32,0,9.0
Labor Strike,Electronics,1,Asia-Pacific,Medium,0,2,28.4,960842.84,Customer Delay,9,52,81,0,56.8
Natural Disaster,Electronics,1,North America,Medium,0,2,28.8,3423514.69,Combined Strategy,5,22,96,0,57.6
Natural Disaster,Aerospace,1,Asia-Pacific,Large,1,3,47.7,22403912.85,Alternative Supplier,1,39,83,0,143.10000000000002
Natural Disaster,Electronics,2,North America,Small,1,2,29.9,256087.67,Alternative Supplier,7,8,80,0,59.8
Geopolitical,Electronics,3,Asia-Pacific,Large,1,3,35.9,3401523.7,Alternative Supplier,4,10,41,0,107.69999999999999
Cyber Attack,Pharmaceuticals,4,Asia-Pacific,Small,1,2,26.5,2734347.28,Alternative Supplier,1,30,49,0,53.0
Factory Incident,Aerospace,2,North America,Medium,0,3,47.6,3418391.11,Production Reroute,5,32,66,0,142.8
Port Congestion,Automotive,3,South America,Medium,0,2,20.0,289591.11,Customer Delay,1,82,95,0,40.0
Geopolitical,Consumer Goods,2,South America,Large,0,3,42.3,662059.15,Alternative Supplier,2,32,115,0,126.89999999999999
Natural Disaster,Electronics,3,Asia-Pacific,Medium,0,2,31.3,474762.48,Inventory Buffer,11,9,45,0,62.6
Labor Strike,Consumer Goods,2,Africa/Middle East,Large,1,4,60.1,6432594.91,Alternative Supplier,4,17,46,1,240.4
Port Congestion,Electronics,1,Africa/Middle East,Small,1,2,28.8,542387.51,Inventory Buffer,11,11,29,0,57.6
Cyber Attack,Electronics,1,Europe,Medium,0,5,77.1,8482522.2,Combined Strategy,1,43,230,1,385.5
Labor Strike,Electronics,3,North America,Medium,1,3,37.9,1383822.4,Alternative Supplier,1,41,91,1,113.69999999999999
Geopolitical,Electronics,2,North America,Small,1,5,72.9,769548.67,Production Reroute,1,47,80,0,364.5
Natural Disaster,Automotive,1,Asia-Pacific,Medium,1,2,39.4,2381824.5,Alternative Supplier,4,38,94,0,78.8
Port Congestion,Consumer Goods,2,Asia-Pacific,Medium,0,2,42.8,752574.32,Customer Delay,1,45,79,1,85.6
Geopolitical,Electronics,2,Asia-Pacific,Large,1,2,17.4,1636845.73,Alternative Supplier,1,11,36,0,34.8
Port Congestion,Electronics,2,Europe,Small,0,2,32.6,948576.83,Production Reroute,2,18,61,1,65.2
Port Congestion,Consumer Goods,2,Asia-Pacific,Medium,0,1,19.9,122068.15,Production Reroute,4,4,73,1,19.9
Cyber Attack,Automotive,2,Asia-Pacific,Small,1,4,52.7,1641391.36,Alternative Supplier,3,23,85,1,210.8
Labor Strike,Consumer Goods,3,Asia-Pacific,Medium,0,2,12.6,311404.0,Production Reroute,4,68,124,0,25.2
Port Congestion,Electronics,1,Asia-Pacific,Small,1,2,17.3,206859.14,Alternative Supplier,1,26,35,1,34.6
Geopolitical,Pharmaceuticals,3,North America,Small,1,5,36.8,67855.43,Alternative Supplier,7,79,176,1,184.0
Labor Strike,Electronics,4,North America,Medium,1,3,15.5,698381.34,Alternative Supplier,4,58,75,0,46.5
Natural Disaster,Pharmaceuticals,2,Africa/Middle East,Medium,1,2,33.2,1429458.45,Alternative Supplier,4,55,60,0,66.4
Port Congestion,Pharmaceuticals,3,Africa/Middle East,Medium,1,2,25.1,1124195.39,Alternative Supplier,3,41,46,0,50.2
